Sample,Source Text,Values
1043,"Safety features in our continuity plan: Eye color - Eye color: Blue, Gender - Androgyne, Dob - 09/04/1965.",JOBAREA: eye; GENDER: color | blue | gender- | androgyne; MAC: :; DATE: 09/04/1965
1044,Employer at Fay - Kuhn sacked me after injury. They're based in Oxfordshire. Legal remedies?,COMPANYNAME: fay-kuhn; COUNTY: oxfordshire
1045,"I am from 463 Armstrong Burg. I am a female with SSN 528 57 3157. My date of birth is December 10, 1939 and I am interested in learning more about immigration laws. Thanks in advance for your help!","BUILDINGNUMBER: 463; STREET: armstrongburg; SEX: female; ZIPCODE: 52; SSN: 8573157; DATE: december10,1939"
1046,"Good day, Your payment for the last therapy session was successful. Your Credit Card Account seems to have been debited with Tenge 508.77. Thanks for your prompt payment.",ACCOUNTNAME: creditcardaccount; CURRENCYSYMBOL: ten; CURRENCY: ge; AMOUNT: 508.77
1047,"Please reconcile the charges made on Checking Account with Account No: 44916951, to track our cash flow.",ACCOUNTNAME: checkingaccount; ACCOUNTNUMBER: 44916951
1048,"For payment related issues, please contact Antonina or the support team at 707-722-3474 x02020.",FIRSTNAME: antonina; PHONENUMBER: 707-722-3474x02020
1049,"A recent psychological assessment of patient Hayden.Volkman, an 30 old female, revealed a high probability of having a disruptive mood dysregulation disorder.",USERNAME: hayden.volkman; AGE: 30; SEX: female
1050,"Dr. Miller, your credit card 2014312940827281 shows high stress-related expenses. We advise you to check the stress management tips at https://cold-curve.net.",PREFIX: dr.; LASTNAME: miller; CREDITCARDNUMBER: 2014312940827281; URL: https://cold-curve.net
1051,"Our next session is focused on walking therapy. We'll explore North Deangelo, concentrating on the Southwest. Are you comfortable walking for extended periods?",CITY: northdeangelo; AGE: southwest
1052,We should start to redesign our team structure in Kentucky as soon as we can. I intend to focus on lean management principles.,STATE: kentucky
1053,"Dear Dejon, our system noticed potential stress. As a Lead Identity Orchestrator, we understand your position and we would like to assist with our stress management programs on https://watchful-spiral.info/.",FIRSTNAME: dejon; JOBTITLE: leadidentityorchestrator; URL: https://watchful-spiral.info/
1054,"Hi Planner, could you perform a financial analysis on our Alabama revenue stream?",JOBTYPE: planner; STATE: alabama
1055,"9. Have a Architect job opening. Need someone experienced in West Elnaboro region, broad understanding of cultural influence on psyche. Start date 14th April.",JOBTYPE: architect; CITY: westelnaboro; DATE: 14thapril
1056,"Vito_Funk, regarding the unexpected rise in costs related to Savings Account, we've traced the issue to IP 202.14.57.80. We hope to have your Executive expertise to spot issues.",USERNAME: vito_funk; ACCOUNTNAME: savingsaccount; IPV4: 202.14.57.80; JOBTYPE: executive
1057,It's vital to note that products labelled 7364101851253129 and 3820921621546236 on the inventory list were moved to the warehouse in 13803-6830. Please confirm by 11/02 that they have arrived safely.,CREDITCARDNUMBER: 7364101851253129 | 3820921621546236; BUILDINGNUMBER: 138; ZIPCODE: 03-6830; DATE: 11/02
1058,Our next project review will be conducted virtually. Access via https://big-kettledrum.com/ or your specific Opera/14.70 (X11; Linux i686; U; OC Presto/2.9.181 Version/11.00). Please ask International Paradigm Executive if you encounter any tech issues.,URL: https://big-kettledrum.com/; USERAGENT: opera/14.70(x11;linuxi686;u;ocpresto/2.9.181version/11.00); JOBTITLE: internationalparadigmexecutive
1059,"Hi, it's Margaretta Lindgren-Goodwin from Kemmer and Sons. I'm reaching out regarding the use of copyrighted game scores on your website https://wet-caddy.biz/. This could have serious legal implications. You may reach me at Loyal.Hills38@hotmail.com or 600-241-6745 x958 to discuss this.",FIRSTNAME: margaretta; LASTNAME: lindgren-goodwin; COMPANYNAME: kemmerandsons; URL: https://wet-caddy.biz/; EMAIL: loyal.hills38@hotmail.com; PHONENUMBER: 600-241-6745x958
1060,"Alexanne, your lecture at Montana University on the influence of parenting styles in child development was insightful. Reach out at Branson_Prohaska78@yahoo.com for more collaborations.",FIRSTNAME: alexanne; STATE: montana; EMAIL: branson_prohaska78@yahoo.com
1061,Pin 4314 has potential security issues. Integration should strengthen data encryption for safety.,BUILDINGNUMBER: 4314
1062,I would like to express my eagerness in applying for the LLM in Legal Psychology. I have recently graduated as the Chief Marketing Architect from North Tracy University.,JOBTITLE: chiefmarketingarchitect; CITY: northtracy
1063,Hello Dr. Isabel Addison. Your valuable insights into our recent corporate law case related to the usage of IP addresses (142.234.221.97 and eb0a:cb8b:9fd3:edbc:5238:faab:5e61:34eb) would be greatly appreciated.,PREFIX: dr.; FIRSTNAME: isabel; LASTNAME: addison; IPV4: 142.234.221.97; IPV6: eb0a:cb8b:9fd3:edbc:5238:faab:5e61:34eb
1064,"We are looking for volunteers for our Corporate Social Responsibility (CSR) Program. If you're interested, please sign up on our website https://fixed-porcelain.name/ or email us at Yazmin.Lemke@hotmail.com.",URL: https://fixed-porcelain.name/; EMAIL: yazmin.lemke@hotmail.com
1065,"Attn Ryan.Mertz81. To ensure continued Anti-trust law compliance, all activities of Kemmer - Barrows in Asatown needs to be documented.",USERNAME: ryan.mertz81; COMPANYNAME: kemmer-barrows; CITY: asatown
1066,Our system identified several login attempts from 38af:5c0c:0b0f:bae1:14a3:cba2:ebff:7b12 to 78732452. We need to look into this as per cyber law.,IPV6: 38af:5c0c:0b0f:bae1:14a3:cba2:ebff:7b12; ACCOUNTNUMBER: 78732452
1067,A peculiar observation: people frequently glance at their 23:05 when in social situations. Are they bored or nervous?,TIME: 23:05
1068,"Dear Trans, as you stride on the path to recovery in Delaware, rest easy knowing that details like 7705146793337008 and Mozilla/5.0 (X11; Linux i686 AppleWebKit/533.2.0 (KHTML, like Gecko) Chrome/13.0.883.0 Safari/533.2.0 are held private.","GENDER: trans; STATE: delaware; CREDITCARDNUMBER: 7705146793337008; USERAGENT: mozilla/5.0(x11;linuxi686applewebkit/533.2.0(khtml,likegecko)chrome/13.0.883.0safari/533.2.0"
1069,"Investigation opened for possible pay discrimination at Hansen and Sons. Ronaldo Mraz, a Intersex person female employed as a Dynamic Creative Producer, alleges pay discrepancy. For additional details, reach 703.645.4148.",COMPANYNAME: hansenandsons; FIRSTNAME: ronaldo; LASTNAME: mraz; GENDER: intersexperson; SEX: female; JOBTITLE: dynamiccreativeproducer; PHONENUMBER: 703.645.4148
1070,"Hermina53, Just checking in after our last session. Remember, you are not defined by what has happened to you. You are stronger than you believe.",USERNAME: hermina53
1071,"10. Following the last board meeting, Derbyshire finances need investigating. Is vpn IP set to 190.192.100.29?",COUNTY: derbyshire; IPV4: 190.192.100.29
1072,Hello. I am Bowie and I am inviting you to participate in our mental health awareness program for youth. Kindly confirm your availability. My contact details can be found at this IPV6 address: 82d3:d1d4:d344:c6bd:8bff:cc6c:d316:aed7.,FIRSTNAME: bowie; IPV6: 82d3:d1d4:d344:c6bd:8bff:cc6c:d316:aed7
1073,"There's an online Social Psychology course available on 1904-05-17T01:15:05.754Z at 10:02 AM, Rogahnview, Delaware, 12588. The course focuses on the attributes of Agender. Fidel, Ph.D., and the administrative team, Infrastructure Dynamic Marketing Planner, are managing the course.",DATE: 1904-05-17t01:15:05.754z; TIME: 10:02am; CITY: rogahnview; STATE: delaware; BUILDINGNUMBER: 125; ZIPCODE: 88; GENDER: agender; USERNAME: fidel; JOBTITLE: infrastructuredynamicmarketingplanner
1074,Alert! We've detected irregular activity on Abigayle36's Home Loan Account account (No.: 43688103) that may breach securities laws. More info at https://dark-screw.org/.,USERNAME: abigayle36; ACCOUNTNAME: homeloanaccount; ACCOUNTNUMBER: 43688103; URL: https://dark-screw.org/
1075,"Dear Mrs. Fredy, I've emailed you a questionnaire to Heath86@hotmail.com. Please complete it before our session on October 14, 1935.","PREFIX: mrs.; FIRSTNAME: fredy; EMAIL: heath86@hotmail.com; DATE: october14,1935"
1076,"A male patient, SSN: 330-75-5736, has raised a legal claim for medical practice negligence. Urgently need your advice on this issue.",SEX: male; PHONENUMBER: 330; SSN: -75-5736
1077,"Roscoe_Macejkovic95's bankruptcy trustee requested her 5849699782582707, issued by visa, as part of the procedure. It's vital we verify its authenticity before it is passed on.",USERNAME: roscoe_macejkovic95; CREDITCARDNUMBER: 5849699782582707; COUNTY: visa
1078,"Immanuel, we are holding a psychoeducation session at Apt. 101 to discuss the psychological effects of living in a city for 57 years years. Accept our https://informal-pasta.info link.",FIRSTNAME: immanuel; SECONDARYADDRESS: apt.101; AGE: 57yearsyears; URL: https://informal-pasta.infolink
1079,"Dear Mr. Shaylee, it takes time for concrete changes to occur.",PREFIX: mr.; FIRSTNAME: shaylee
1080,"Reminder: Tyshawn, your next appointment with the Immigration Officer is scheduled for 08/04/1994 at 22. Kindly ensure to carry 756.5761.7580, 81707628, and 7720822396178066 and reach office 7949 Suite 744.",FIRSTNAME: tyshawn; DATE: 08/04/1994; TIME: 22; PHONENUMBER: 75; SSN: 6.5761.7580; ACCOUNTNUMBER: 81707628; CREDITCARDNUMBER: 7720822396178066; BUILDINGNUMBER: 7949; SECONDARYADDRESS: suite744
1081,"To female, an account bearing number 51533747 has been opened in your child's name for future child support deposits.",SEX: female; ACCOUNTNUMBER: 51533747
1082,"Final invoice for Savings Account. Pay with Kuwaiti Dinar, card 7508342652230288, CCV 441, by the due date.",ACCOUNTNAME: savingsaccount; CURRENCY: kuwaitidinar; CREDITCARDNUMBER: 7508342652230288; BUILDINGNUMBER: 441
1083,"Despite working as a National Program Facilitator in Accountability for a while, I still find certain aspects of Constitutional Law challenging — it keeps changing! Could I get some advice on how to stay updated?",JOBTITLE: nationalprogramfacilitator; JOBAREA: accountability
1084,We received a registration from Destini_Abbott51@gmail.com for the psychoeducation class. Please confirm with your account no. 61074942.,EMAIL: destini_abbott51@gmail.com; ACCOUNTNUMBER: 61074942
1085,"Chaya Howell, we need a new PR strategy for Huels Inc. I sent u the proposal at Raegan.Dibbert36@gmail.com. Your expertise in Directives is crucial.",FIRSTNAME: chaya; LASTNAME: howell; COMPANYNAME: huelsinc; EMAIL: raegan.dibbert36@gmail.com; JOBAREA: directive | # | s; CURRENCY: #
1086,"While looking over legal ethics cases, I found that the case against Jadon Anderson Boyle (SSN: 75662563467) seems to be missing a document. They were born on 31/03/1995. Our client's info shows female, Androgynous'",FIRSTNAME: jadon; LASTNAME: anderson | boyle; ACCOUNTNUMBER: 75; SSN: 662563467; DATE: 31/03/1995; SEX: female; GENDER: androgynous
1087,"Very appreciated Avery, the PR team has crafted a strategy for Marvin - Emmerich. We need your Interactions feedback by August 24, 1985 on https://flustered-magnitude.com.","FIRSTNAME: avery; COMPANYNAME: marvin-emmerich; JOBAREA: interactions; DATE: august24,1985; URL: https://flustered-magnitude.com"
1088,"Hi Ms. Marjory, the payment for entrepreneurship course ($908.95) is due on 03/12/1919. You can make the payment from your account (Account Name: Money Market Account, Account Number: 18019440). Kindly, keep us updated on the payment status.",PREFIX: ms.; FIRSTNAME: marjo; LASTNAME: ry; CURRENCYSYMBOL: $; AMOUNT: 908.95; DATE: 03/12/1919; ACCOUNTNAME: moneymarketaccount; ACCOUNTNUMBER: 18019440
1089,I'm currently observing an increase in inquiries from individuals from Adams County who have recently begun identifying as Transexual woman.,COUNTY: adamscounty; GENDER: transexualwoman
1090,"Subject: Insurance claim for YX48LPN (VIN PA754JYY47FK20744)
Hi, Damaged vehicle in Alabama Humberside. Client: female, age: 95, height: 3' 8"", eyes: Eye color: Blue, Password: E_Q0XhnEfbUh
Claim Amount: B/. 483.30","PASSWORD: y | pa | e_q0xhnefbuh; VEHICLEVRM: x48lpn; VEHICLEVIN: 754jyy47fk20744; STATE: alabama; CITY: humberside; SEX: female; AGE: 95 | 3; HEIGHT: '8""; GENDER: eye | color | blue; MAC: :; CURRENCYSYMBOL: b | /; AMOUNT: . | 483.30"
1091,"This letter is to inquire about Daniela.Rohan who is  22 years old old, has been presented with Home Loan Account subject to health care law, with 35421427 attached to family health plan. We need verification on 2016-11-11T12:41:55.491Z.",USERNAME: daniela.rohan; AGE: 22yearsold; ACCOUNTNAME: homeloanaccount; ACCOUNTNUMBER: 35421427; DATE: 2016-11-11t12:41:55.491z
1092,"Hi Kai, reached out to discuss your Assistant role at our Gottliebfort franchise. Please email back or call (874) 875-4889 x827.",FIRSTNAME: kai; JOBTYPE: assistant; CITY: gottliebfort; PHONENUMBER: (874)875-4889x827
1093,Ensure that admission forms do not collect unnecessary info like the client's Opera/14.60 (Windows NT 5.1; U; UR Presto/2.9.160 Version/12.00).,USERAGENT: opera/14.60(windowsnt5.1;u;urpresto/2.9.160version/12.00)
1094,"In case of tech issues, please contact our helpline 620.463.9642 x0194. From your designated system, please use the following e6ce:dda9:c0b3:aa1f:d6ba:4c3e:19c0:f1ed or Opera/12.46 (Windows NT 5.3; U; KY Presto/2.9.172 Version/11.00) to troubleshoot common problems which will be discussed during orientation.",PHONENUMBER: 620.463.9642x0194; IPV6: e6ce:dda9:c0b3:aa1f:d6ba:4c3e:19c0:f1ed; USERAGENT: opera/12.46(windowsnt5.3;u;kypresto/2.9.172version/11.00)
1095,Paradigm is planning to implement new updates on the software being used at Witting Inc. Please confirm.,JOBAREA: paradigm; COMPANYNAME: wittinginc
1096,"As per the regulations of Employment Law, the Web department of Veum LLC will amend its practices based on IP 244.92.134.198 and 71cc:24fc:ffdd:ce4d:fcd5:9bae:d6a8:c63a. Please, notice that it will take place as of August 13, 2004.","JOBAREA: web; COMPANYNAME: veumllc; IPV4: 244.92.134.198; IPV6: 71cc:24fc:ffdd:ce4d:fcd5:9bae:d6a8:c63a; DATE: august13,2004"
1097,Our recent legal tech training led to exposure of an employee’s SSN: 370 90 3196. Are there software solutions to keep these safe?,ACCOUNTNUMBER: 370; SSN: 903196
1098,"Juvenal Herman of DuBuque Group, to ensure legislative compliance, verify Home Loan Account information at https://vengeful-hand.name.",FIRSTNAME: juvenal; LASTNAME: herman; COMPANYNAME: dubuquegroup; ACCOUNTNAME: homeloanaccount; URL: https://vengeful-hand.name
1099,"A suspicious individual was seen near [60.9139,30.0807]. They were seen driving a car with the registration number DD75HIV on 08/07/1976 around 18 o'clock.","NEARBYGPSCOORDINATE: [60.9139,30.0807]; PASSWORD: dd; VEHICLEVRM: 75hiv; DATE: 08/07/1976; TIME: 18o'clock"
1100,"Suspicious activity detected at IP bbbd:fbad:b0f8:e3cc:929b:fdd5:ea9d:ef70, possibly related to the account associated with Nathanial.Daugherty. This is likely a scheme involving a masked number 7722770338393205. Contact the Risk Management team at 1-271-338-9348 x18708 promptly if you recognize any unexpected changes.",IPV6: bbbd:fbad:b0f8:e3cc:929b:fdd5:ea9d:ef70; USERNAME: nathanial.daugherty; PHONENUMBER: 77 | 1-271-338-9348x18708; CREDITCARDNUMBER: 22770338393205
1101,"Dear Cameron, we appreciate your ongoing efforts on the path to recovery. We are planning a therapy group event at Surrey. Kindly confirm your availability via contact number 31-075799-293640-1. You can use your GT6164J169M5N4698CL4D4855164 for the payments.",FIRSTNAME: cameron; COUNTY: surrey; PHONEIMEI: 31-075799-293640-1; IBAN: gt6164j169m5n4698cl4d4855164
1102,"Regarding the case you're working on, Miss, we found a potential link with this Bitcoin address: 3UFfcYKnrqGQBdpLNz2jAqaN1P5SEge3gNJ. Thought it might be useful.",PREFIX: miss; BITCOINADDRESS: 3uffcyknrqgqbdplnz2jaqan1p5sege3gnj
